Read_fragtion	Genomospecies	MG_1T016	MG_1T034	MG_1T039	MG_1T055	MG_1T072	MG_1T078	MG_1T091	MG_2T009	MG_2T010	MG_2T016	MG_2T048	MG_2T066	MG_2T078	MG_2T084	MG_3T000
90	gsp002	0.991114970129473	0.991296910627856	0.992481398275952	0.990132940411307	0.989723972359413	0.989286951291404	0.986754828814316	0.991055163837733	0.990964012406302	0.99117336585322	0.992014482927949	0.992055908229262	0.991720180689212	0.991714803384359	0.991028448492933
100	gsp002	0.991105272517148	0.99131831648051	0.992449300089902	0.990126847201115	0.989737626901403	0.989313944870594	0.986583904987114	0.99104785388722	0.990971511562026	0.991098474518797	0.992004333554905	0.992057364755885	0.991722581392406	0.99171505674326	0.991037351836449
1	gsp003	0.987534777425558	0	0	0	0.99087049280731	0.991173934794592	0.992322452289334	0.984870083656935	0.98585771492562	0.986545729348646	0.987530883208344	0.987750524581555	0.987633131895421	0.987538655682917	0.986945162306004
5	gsp003	0.987306658628829	0.988295103992664	0	0.989427803110904	0.991239171909957	0.991291987628315	0.991290423490706	0.985961129368036	0.986137143061833	0.986317052504556	0.987571680763607	0.988060765011193	0.987798242624093	0.987826477569012	0.98690423921264
10	gsp003	0.987552121765819	0.987790305794593	0.988264205748217	0.989629131220012	0.991371706020255	0.991300272595237	0.991587126232856	0.986051759548446	0.986094339062624	0.986263055771257	0.987523854430479	0.987909977449712	0.987904239770184	0.987814102219442	0.986792976141586
20	gsp003	0.987461267833033	0.987802587448845	0.988502465521609	0.989433341103466	0.991156912051941	0.991206373759687	0.991598991223981	0.986059054864662	0.986058731307915	0.986284185191153	0.987685386744838	0.988025011081479	0.987842033100814	0.987773582216058	0.986780481345594
30	gsp003	0.987426411509699	0.987960485055934	0.988426670818926	0.989703947423786	0.991143180536739	0.991406489298082	0.991453068834148	0.986122542312141	0.9861478967526	0.986264361645337	0.987575919745011	0.988003117163153	0.987863138202434	0.987784513020487	0.986815799211407
40	gsp003	0.98741115680522	0.98795071994097	0.988587933105294	0.989794322136577	0.991202713054999	0.991263945697491	0.991608137858173	0.986132000708002	0.98616020390356	0.986313881800325	0.987666844233135	0.98797129957775	0.987887345029436	0.9877809598284	0.986783516605247
50	gsp003	0.987444912105073	0.987891265321411	0.988495567615575	0.989858293942477	0.991121377553495	0.99124541411929	0.991591986459805	0.9861370967273	0.986241190279945	0.986292691672962	0.987614428992394	0.987978768157702	0.987867971501503	0.987776081109498	0.98678562132561
60	gsp003	0.98744695343095	0.988002991006616	0.988526757550632	0.989790884608085	0.991168359413375	0.991205820899574	0.99160493474205	0.986068298221551	0.986203282531241	0.986282081675942	0.987583949568901	0.987990174376537	0.987870212121073	0.987771907418974	0.986849151745456
70	gsp003	0.987464260338466	0.987876552684263	0.988486731164858	0.989783621640848	0.991111109807916	0.99126693701692	0.991590910290988	0.986129296605303	0.986170944478422	0.986319490593009	0.987614919057525	0.98798179110521	0.987855104360715	0.987764740976396	0.986779248618975
80	gsp003	0.987399298760847	0.987970836069758	0.988526719781674	0.9897700850252	0.99111291405505	0.991272809689327	0.991600589503561	0.986106462401438	0.986192465657272	0.986295317327964	0.987625198260394	0.98799078425873	0.987852307622625	0.98777358440624	0.986821236479346
90	gsp003	0.987443732354772	0.987961511867642	0.988515420249067	0.989779847036618	0.991138555834209	0.991270130679305	0.991608660620089	0.986128489571398	0.986193214886523	0.986290398320324	0.987607473285155	0.987980333327845	0.987858806070836	0.987770496891624	0.986800393720891
100	gsp003	0.987434638620624	0.987969034167695	0.988507331705425	0.989771260025582	0.991139823390586	0.991278604846442	0.991606051793738	0.986113250534871	0.986186493666674	0.986283217344098	0.987611714244586	0.987980246581506	0.98785351694635	0.987771831438111	0.986811233379859
1	gsp004	0.991662909590664	0.99505872755672	0.995169772319674	0.995018693205652	0.994827324436716	0.994904886610459	0.994170108464499	0.991990050603238	0.991741953531752	0.992580266802049	0.989854769337498	0.989522166184971	0.992183321943784	0.992222940244232	0.99208646640036
